Timestamp,Unnamed: 0,LogLevel,Service,Message,RequestID,User,ClientIP,TimeTaken,anomaly,z_score
2023-11-20 08:40:56.601421,438,WARNING,ServiceC,Resource Warnings,1151,User25,192.168.1.198,100.0,1,1.7125501788627528
2023-11-20 08:40:56.659053,443,WARNING,ServiceA,Input Validation Warnings,2145,User22,192.168.1.92,11.0,1,-1.6785153118933953
2023-11-20 08:40:56.754816,450,DEBUG,ServiceC,SQL Queries,7032,User54,192.168.1.218,99.0,1,1.6744483194160547
2023-11-20 08:40:56.808160,455,WARNING,ServiceD,Performance Warnings,3439,User32,192.168.1.13,100.0,1,1.7125501788627528
2023-11-20 08:40:58.504401,592,WARNING,ServiceC,Input Validation Warnings,4457,User79,192.168.1.112,100.0,1,1.7125501788627528
2023-11-20 08:40:58.900795,618,INFO,ServiceC,Startup Messages,3317,User20,192.168.1.71,11.0,1,-1.6785153118933953
2023-11-20 08:40:59.197574,641,WARNING,ServiceA,Performance Warnings,3081,User44,192.168.1.2,99.0,1,1.6744483194160547
2023-11-20 08:40:59.527154,666,INFO,ServiceA,Startup Messages,6303,User64,192.168.1.157,100.0,1,1.7125501788627528
2023-11-20 08:41:00.980287,771,DEBUG,ServiceD,Algorithm Steps,4566,User7,192.168.1.216,11.0,1,-1.6785153118933953
2023-11-20 08:41:01.501537,807,WARNING,ServiceC,Input Validation Warnings,5961,User35,192.168.1.53,100.0,1,1.7125501788627528
2023-11-20 08:41:01.517462,808,DEBUG,ServiceA,SQL Queries,9767,User71,192.168.1.202,100.0,1,1.7125501788627528
2023-11-20 08:41:01.832088,829,WARNING,ServiceD,Resource Warnings,3749,User55,192.168.1.127,10.0,1,-1.7166171713400935
2023-11-20 08:41:01.999350,841,DEBUG,ServiceC,SQL Queries,4609,User9,192.168.1.103,11.0,1,-1.6785153118933953
2023-11-20 08:41:02.191153,855,ERROR,ServiceA,Critical Errors,2998,User13,192.168.1.188,99.0,1,1.6744483194160547
2023-11-20 08:41:02.267326,861,FATAL,ServiceD,Crashes,4005,User94,192.168.1.81,11.0,1,-1.6785153118933953
2023-11-20 08:41:02.350593,867,INFO,ServiceB,Startup Messages,1702,User77,192.168.1.14,99.0,1,1.6744483194160547
2023-11-20 08:41:02.533695,881,WARNING,ServiceC,Performance Warnings,8034,User57,192.168.1.177,99.0,1,1.6744483194160547
2023-11-20 08:41:02.950718,910,DEBUG,ServiceA,File I/O,4508,User50,192.168.1.1,99.0,1,1.6744483194160547
2023-11-20 08:41:03.344569,942,DEBUG,ServiceB,Trace Information,5427,User19,192.168.1.97,10.0,1,-1.7166171713400935
2023-11-20 08:41:03.701748,967,WARNING,ServiceC,Input Validation Warnings,1100,User28,192.168.1.180,11.0,1,-1.6785153118933953
2023-11-20 08:41:03.800181,974,DEBUG,ServiceD,File I/O,9374,User55,192.168.1.98,100.0,1,1.7125501788627528
2023-11-20 08:41:03.951024,985,DEBUG,ServiceA,SQL Queries,6060,User98,192.168.1.193,10.0,1,-1.7166171713400935
2023-11-20 08:41:04.006717,989,DEBUG,ServiceA,Trace Information,8566,User38,192.168.1.131,11.0,1,-1.6785153118933953
2023-11-20 08:41:04.033937,991,WARNING,ServiceA,Resource Warnings,9335,User74,192.168.1.58,99.0,1,1.6744483194160547
2023-11-20 08:41:04.174494,1001,WARNING,ServiceD,Performance Warnings,7851,User55,192.168.1.202,100.0,1,1.7125501788627528
2023-11-20 08:41:04.540594,1028,WARNING,ServiceC,Performance Warnings,5285,User27,192.168.1.125,99.0,1,1.6744483194160547
2023-11-20 08:41:04.617609,1033,INFO,ServiceB,Startup Messages,2730,User79,192.168.1.140,99.0,1,1.6744483194160547
2023-11-20 08:41:05.528148,1096,DEBUG,ServiceA,Trace Information,2654,User15,192.168.1.140,11.0,1,-1.6785153118933953
2023-11-20 08:41:05.676093,1109,WARNING,ServiceD,Input Validation Warnings,9451,User65,192.168.1.253,10.0,1,-1.7166171713400935
2023-11-20 08:41:05.694249,1111,FATAL,ServiceD,Data Corruption,7257,User47,192.168.1.71,10.0,1,-1.7166171713400935
2023-11-20 08:41:05.733151,1115,INFO,ServiceB,Startup Messages,7647,User62,192.168.1.239,11.0,1,-1.6785153118933953
2023-11-20 08:41:07.278463,1226,FATAL,ServiceA,Crashes,8433,User33,192.168.1.197,11.0,1,-1.6785153118933953
2023-11-20 08:41:07.326347,1229,WARNING,ServiceA,Performance Warnings,1012,User59,192.168.1.122,11.0,1,-1.6785153118933953
2023-11-20 08:41:07.412555,1235,INFO,ServiceD,Status Updates,8953,User54,192.168.1.220,10.0,1,-1.7166171713400935
2023-11-20 08:41:07.633825,1250,INFO,ServiceB,Status Updates,2982,User75,192.168.1.108,10.0,1,-1.7166171713400935
2023-11-20 08:41:09.175563,1355,FATAL,ServiceA,Data Corruption,7064,User34,192.168.1.54,100.0,1,1.7125501788627528
2023-11-20 08:41:09.621100,1386,DEBUG,ServiceC,Trace Information,3455,User71,192.168.1.250,11.0,1,-1.6785153118933953
2023-11-20 08:41:09.977292,1413,FATAL,ServiceA,Crashes,9937,User10,192.168.1.65,11.0,1,-1.6785153118933953
2023-11-20 08:41:10.638795,1458,ERROR,ServiceB,Critical Errors,4946,User7,192.168.1.178,10.0,1,-1.7166171713400935
2023-11-20 08:41:10.741777,1466,DEBUG,ServiceB,File I/O,8912,User64,192.168.1.41,100.0,1,1.7125501788627528
2023-11-20 08:41:10.845370,1474,ERROR,ServiceA,Database Errors,5827,User98,192.168.1.15,10.0,1,-1.7166171713400935
2023-11-20 08:41:11.143582,1496,DEBUG,ServiceA,SQL Queries,4811,User12,192.168.1.130,10.0,1,-1.7166171713400935
2023-11-20 08:41:12.108917,1562,FATAL,ServiceA,Data Corruption,2428,User39,192.168.1.203,100.0,1,1.7125501788627528
2023-11-20 08:41:12.171666,1566,DEBUG,ServiceA,File I/O,5912,User56,192.168.1.163,99.0,1,1.6744483194160547
2023-11-20 08:41:12.185628,1567,DEBUG,ServiceA,File I/O,8913,User55,192.168.1.56,11.0,1,-1.6785153118933953
2023-11-20 08:41:12.372197,1579,WARNING,ServiceC,Performance Warnings,2897,User42,192.168.1.123,10.0,1,-1.7166171713400935
2023-11-20 08:41:12.475491,1586,WARNING,ServiceA,Input Validation Warnings,9579,User57,192.168.1.101,99.0,1,1.6744483194160547
2023-11-20 08:41:13.264781,1642,ERROR,ServiceC,Critical Errors,3781,User2,192.168.1.140,100.0,1,1.7125501788627528
2023-11-20 08:41:13.293130,1645,INFO,ServiceD,Startup Messages,9433,User54,192.168.1.81,99.0,1,1.6744483194160547
2023-11-20 08:41:13.372473,1650,WARNING,ServiceD,Resource Warnings,3985,User61,192.168.1.54,11.0,1,-1.6785153118933953
2023-11-20 08:41:13.914369,1687,WARNING,ServiceB,Resource Warnings,2096,User89,192.168.1.117,99.0,1,1.6744483194160547
2023-11-20 08:41:14.279153,1715,WARNING,ServiceC,Input Validation Warnings,8209,User86,192.168.1.80,10.0,1,-1.7166171713400935
2023-11-20 08:41:14.728716,1747,FATAL,ServiceC,Crashes,1777,User8,192.168.1.165,100.0,1,1.7125501788627528
2023-11-20 08:41:14.941437,1762,WARNING,ServiceC,Input Validation Warnings,8638,User17,192.168.1.210,10.0,1,-1.7166171713400935
2023-11-20 08:41:15.305201,1789,DEBUG,ServiceA,Trace Information,4205,User60,192.168.1.77,10.0,1,-1.7166171713400935
2023-11-20 08:41:15.462433,1800,DEBUG,ServiceD,SQL Queries,2489,User68,192.168.1.69,10.0,1,-1.7166171713400935
2023-11-20 08:41:15.720846,1818,INFO,ServiceC,Status Updates,6759,User88,192.168.1.163,11.0,1,-1.6785153118933953
2023-11-20 08:41:16.185250,1852,DEBUG,ServiceC,SQL Queries,8768,User96,192.168.1.105,10.0,1,-1.7166171713400935
2023-11-20 08:41:16.338498,1864,FATAL,ServiceB,Crashes,6037,User13,192.168.1.44,100.0,1,1.7125501788627528
2023-11-20 08:41:16.906131,1907,WARNING,ServiceB,Performance Warnings,8704,User18,192.168.1.248,11.0,1,-1.6785153118933953
2023-11-20 08:41:17.085577,1920,WARNING,ServiceC,Resource Warnings,1271,User49,192.168.1.71,11.0,1,-1.6785153118933953
2023-11-20 08:41:17.170904,1927,WARNING,ServiceD,Resource Warnings,3598,User29,192.168.1.25,100.0,1,1.7125501788627528
2023-11-20 08:41:17.244656,1933,FATAL,ServiceC,Crashes,9110,User93,192.168.1.145,99.0,1,1.6744483194160547
2023-11-20 08:41:17.597203,1961,ERROR,ServiceC,Database Errors,8733,User56,192.168.1.100,10.0,1,-1.7166171713400935
2023-11-20 08:41:18.188439,2005,WARNING,ServiceD,Resource Warnings,1212,User40,192.168.1.62,100.0,1,1.7125501788627528
2023-11-20 08:41:18.237247,2008,FATAL,ServiceB,Data Corruption,5688,User18,192.168.1.151,11.0,1,-1.6785153118933953
2023-11-20 08:41:18.300774,2012,INFO,ServiceA,Status Updates,5094,User16,192.168.1.214,11.0,1,-1.6785153118933953
2023-11-20 08:41:18.896265,2053,INFO,ServiceD,Status Updates,3577,User38,192.168.1.161,100.0,1,1.7125501788627528
2023-11-20 08:41:19.090628,2067,INFO,ServiceB,Status Updates,7457,User65,192.168.1.109,10.0,1,-1.7166171713400935
2023-11-20 08:41:19.182499,2075,INFO,ServiceB,Status Updates,9508,User57,192.168.1.114,99.0,1,1.6744483194160547
2023-11-20 08:41:19.370405,2088,ERROR,ServiceA,Database Errors,8111,User93,192.168.1.128,10.0,1,-1.7166171713400935
2023-11-20 08:41:20.022597,2135,INFO,ServiceA,Startup Messages,5594,User19,192.168.1.85,99.0,1,1.6744483194160547
2023-11-20 08:41:20.217603,2149,INFO,ServiceC,Startup Messages,6742,User71,192.168.1.6,99.0,1,1.6744483194160547
2023-11-20 08:41:20.423786,2163,DEBUG,ServiceA,Trace Information,9619,User27,192.168.1.235,99.0,1,1.6744483194160547
2023-11-20 08:41:20.719062,2182,FATAL,ServiceB,Data Corruption,1882,User43,192.168.1.138,99.0,1,1.6744483194160547
2023-11-20 08:41:21.168953,2213,DEBUG,ServiceB,SQL Queries,5092,User43,192.168.1.178,99.0,1,1.6744483194160547
2023-11-20 08:41:21.343944,2225,WARNING,ServiceB,Resource Warnings,6484,User59,192.168.1.97,100.0,1,1.7125501788627528
2023-11-20 08:41:21.368825,2227,FATAL,ServiceA,Crashes,8778,User91,192.168.1.103,100.0,1,1.7125501788627528
2023-11-20 08:41:21.665095,2247,ERROR,ServiceA,Critical Errors,5231,User54,192.168.1.49,11.0,1,-1.6785153118933953
2023-11-20 08:41:22.200320,2284,ERROR,ServiceA,Database Errors,1184,User42,192.168.1.105,99.0,1,1.6744483194160547
2023-11-20 08:41:22.865037,2331,ERROR,ServiceA,Critical Errors,5325,User5,192.168.1.215,10.0,1,-1.7166171713400935
2023-11-20 08:41:25.262047,2500,ERROR,ServiceB,Critical Errors,5218,User14,192.168.1.202,10.0,1,-1.7166171713400935
2023-11-20 08:41:25.516372,2519,WARNING,ServiceB,Performance Warnings,8322,User57,192.168.1.36,11.0,1,-1.6785153118933953
2023-11-20 08:41:26.396901,2580,INFO,ServiceC,Startup Messages,1587,User64,192.168.1.216,100.0,1,1.7125501788627528
2023-11-20 08:41:26.550456,2591,ERROR,ServiceC,Database Errors,1494,User64,192.168.1.61,10.0,1,-1.7166171713400935
2023-11-20 08:41:26.667664,2599,ERROR,ServiceD,Critical Errors,6807,User49,192.168.1.66,99.0,1,1.6744483194160547
2023-11-20 08:41:26.763625,2605,DEBUG,ServiceD,File I/O,4571,User43,192.168.1.201,11.0,1,-1.6785153118933953
2023-11-20 08:41:26.921794,2615,WARNING,ServiceA,Performance Warnings,7412,User54,192.168.1.160,99.0,1,1.6744483194160547
2023-11-20 08:41:27.876032,2686,WARNING,ServiceD,Input Validation Warnings,5382,User13,192.168.1.78,10.0,1,-1.7166171713400935
2023-11-20 08:41:27.907329,2688,WARNING,ServiceA,Resource Warnings,9788,User100,192.168.1.70,11.0,1,-1.6785153118933953
2023-11-20 08:41:27.940364,2691,DEBUG,ServiceA,Trace Information,3504,User71,192.168.1.224,10.0,1,-1.7166171713400935
2023-11-20 08:41:28.310321,2717,ERROR,ServiceD,Critical Errors,7924,User95,192.168.1.33,11.0,1,-1.6785153118933953
2023-11-20 08:41:28.413173,2724,WARNING,ServiceA,Performance Warnings,8169,User58,192.168.1.63,99.0,1,1.6744483194160547
2023-11-20 08:41:28.784155,2749,FATAL,ServiceB,Crashes,5962,User91,192.168.1.50,99.0,1,1.6744483194160547
2023-11-20 08:41:28.878804,2755,DEBUG,ServiceC,File I/O,3800,User89,192.168.1.171,10.0,1,-1.7166171713400935
2023-11-20 08:41:29.072627,2770,DEBUG,ServiceB,SQL Queries,3463,User40,192.168.1.225,11.0,1,-1.6785153118933953
2023-11-20 08:41:29.577348,2807,WARNING,ServiceA,Performance Warnings,4333,User5,192.168.1.174,11.0,1,-1.6785153118933953
2023-11-20 08:41:29.609269,2809,WARNING,ServiceB,Input Validation Warnings,5139,User63,192.168.1.100,10.0,1,-1.7166171713400935
2023-11-20 08:41:29.856513,2826,WARNING,ServiceA,Resource Warnings,2071,User30,192.168.1.145,99.0,1,1.6744483194160547
2023-11-20 08:41:29.887761,2828,DEBUG,ServiceD,File I/O,2835,User69,192.168.1.118,99.0,1,1.6744483194160547
2023-11-20 08:41:29.944213,2833,WARNING,ServiceA,Performance Warnings,6635,User37,192.168.1.37,10.0,1,-1.7166171713400935
2023-11-20 08:41:30.056216,2840,DEBUG,ServiceC,File I/O,7114,User67,192.168.1.35,100.0,1,1.7125501788627528
2023-11-20 08:41:30.120133,2845,INFO,ServiceA,Status Updates,3107,User48,192.168.1.150,99.0,1,1.6744483194160547
2023-11-20 08:41:30.292220,2856,WARNING,ServiceC,Performance Warnings,4513,User95,192.168.1.203,99.0,1,1.6744483194160547
2023-11-20 08:41:30.526276,2873,INFO,ServiceB,Startup Messages,8769,User44,192.168.1.2,99.0,1,1.6744483194160547
2023-11-20 08:41:30.599944,2879,DEBUG,ServiceA,Trace Information,9421,User22,192.168.1.185,10.0,1,-1.7166171713400935
2023-11-20 08:41:31.142335,2917,DEBUG,ServiceB,File I/O,1052,User7,192.168.1.39,11.0,1,-1.6785153118933953
2023-11-20 08:41:31.228107,2923,DEBUG,ServiceD,File I/O,7796,User90,192.168.1.108,100.0,1,1.7125501788627528
2023-11-20 08:41:31.244246,2924,DEBUG,ServiceD,SQL Queries,7988,User84,192.168.1.45,99.0,1,1.6744483194160547
2023-11-20 08:41:33.014573,3048,INFO,ServiceD,Status Updates,8634,User55,192.168.1.3,11.0,1,-1.6785153118933953
2023-11-20 08:41:33.124855,3055,DEBUG,ServiceC,Algorithm Steps,1981,User21,192.168.1.89,10.0,1,-1.7166171713400935
2023-11-20 08:41:33.348468,3072,WARNING,ServiceC,Resource Warnings,5471,User27,192.168.1.242,11.0,1,-1.6785153118933953
2023-11-20 08:41:33.374287,3075,FATAL,ServiceC,Data Corruption,2265,User99,192.168.1.71,11.0,1,-1.6785153118933953
2023-11-20 08:41:33.621080,3093,INFO,ServiceB,Startup Messages,2372,User83,192.168.1.80,100.0,1,1.7125501788627528
2023-11-20 08:41:33.752338,3102,WARNING,ServiceA,Performance Warnings,7810,User100,192.168.1.221,10.0,1,-1.7166171713400935
2023-11-20 08:41:33.957096,3116,DEBUG,ServiceD,Algorithm Steps,9259,User78,192.168.1.10,99.0,1,1.6744483194160547
2023-11-20 08:41:34.152263,3130,INFO,ServiceA,Status Updates,4792,User51,192.168.1.12,10.0,1,-1.7166171713400935
2023-11-20 08:41:34.225972,3135,WARNING,ServiceA,Resource Warnings,3261,User18,192.168.1.226,11.0,1,-1.6785153118933953
2023-11-20 08:41:34.321517,3141,DEBUG,ServiceD,File I/O,3654,User84,192.168.1.43,11.0,1,-1.6785153118933953
2023-11-20 08:41:34.428981,3149,FATAL,ServiceC,Crashes,4491,User68,192.168.1.117,100.0,1,1.7125501788627528
2023-11-20 08:41:34.828835,3176,INFO,ServiceC,Status Updates,5677,User83,192.168.1.222,99.0,1,1.6744483194160547
2023-11-20 08:41:35.353675,3212,WARNING,ServiceD,Performance Warnings,4876,User81,192.168.1.249,10.0,1,-1.7166171713400935
2023-11-20 08:41:35.717146,3237,FATAL,ServiceD,Crashes,2215,User84,192.168.1.113,11.0,1,-1.6785153118933953
2023-11-20 08:41:36.587512,3299,ERROR,ServiceD,Critical Errors,1431,User90,192.168.1.201,11.0,1,-1.6785153118933953
2023-11-20 08:41:37.154043,3338,INFO,ServiceC,Startup Messages,2149,User27,192.168.1.229,99.0,1,1.6744483194160547
2023-11-20 08:41:37.195615,3341,DEBUG,ServiceA,File I/O,4218,User85,192.168.1.118,11.0,1,-1.6785153118933953
2023-11-20 08:41:37.769780,3381,WARNING,ServiceD,Performance Warnings,4068,User40,192.168.1.188,11.0,1,-1.6785153118933953
2023-11-20 08:41:37.778911,3382,ERROR,ServiceD,Database Errors,8501,User59,192.168.1.153,99.0,1,1.6744483194160547
2023-11-20 08:41:37.978585,3395,INFO,ServiceA,Status Updates,2445,User23,192.168.1.84,10.0,1,-1.7166171713400935
2023-11-20 08:41:38.153049,3407,WARNING,ServiceC,Input Validation Warnings,9940,User89,192.168.1.61,10.0,1,-1.7166171713400935
2023-11-20 08:41:39.334858,3489,INFO,ServiceC,Status Updates,4692,User69,192.168.1.82,99.0,1,1.6744483194160547
2023-11-20 08:41:39.417540,3495,DEBUG,ServiceA,File I/O,3315,User86,192.168.1.74,100.0,1,1.7125501788627528
2023-11-20 08:41:39.449054,3497,ERROR,ServiceB,Database Errors,2979,User44,192.168.1.249,11.0,1,-1.6785153118933953
2023-11-20 08:41:40.134491,3542,INFO,ServiceC,Status Updates,4522,User60,192.168.1.5,100.0,1,1.7125501788627528
2023-11-20 08:41:40.423906,3564,INFO,ServiceA,Startup Messages,9366,User89,192.168.1.37,10.0,1,-1.7166171713400935
2023-11-20 08:41:40.582792,3576,DEBUG,ServiceB,File I/O,7851,User43,192.168.1.161,10.0,1,-1.7166171713400935
2023-11-20 08:41:40.911746,3599,DEBUG,ServiceA,File I/O,3261,User68,192.168.1.185,11.0,1,-1.6785153118933953
2023-11-20 08:41:41.982497,3672,ERROR,ServiceC,Critical Errors,9686,User1,192.168.1.16,100.0,1,1.7125501788627528
2023-11-20 08:41:42.197440,3687,INFO,ServiceB,Status Updates,9441,User64,192.168.1.142,100.0,1,1.7125501788627528
2023-11-20 08:41:42.213069,3688,DEBUG,ServiceD,Trace Information,1295,User37,192.168.1.108,99.0,1,1.6744483194160547
2023-11-20 08:41:42.229285,3689,WARNING,ServiceB,Performance Warnings,8730,User41,192.168.1.170,10.0,1,-1.7166171713400935
2023-11-20 08:41:42.548821,3713,INFO,ServiceD,Status Updates,8983,User46,192.168.1.127,10.0,1,-1.7166171713400935
2023-11-20 08:41:42.988429,3742,DEBUG,ServiceC,SQL Queries,2110,User18,192.168.1.190,10.0,1,-1.7166171713400935
2023-11-20 08:41:43.429222,3771,WARNING,ServiceC,Resource Warnings,4947,User22,192.168.1.113,100.0,1,1.7125501788627528
2023-11-20 08:41:43.547804,3780,DEBUG,ServiceD,Algorithm Steps,7961,User41,192.168.1.177,10.0,1,-1.7166171713400935
2023-11-20 08:41:44.060148,3814,WARNING,ServiceC,Performance Warnings,9437,User46,192.168.1.57,100.0,1,1.7125501788627528
2023-11-20 08:41:44.306024,3831,WARNING,ServiceA,Resource Warnings,7960,User9,192.168.1.171,11.0,1,-1.6785153118933953
2023-11-20 08:41:44.879598,3872,ERROR,ServiceA,Critical Errors,4165,User91,192.168.1.43,10.0,1,-1.7166171713400935
2023-11-20 08:41:44.977808,3879,WARNING,ServiceC,Resource Warnings,1552,User98,192.168.1.88,10.0,1,-1.7166171713400935
2023-11-20 08:41:45.129212,3889,INFO,ServiceC,Status Updates,1553,User99,192.168.1.58,11.0,1,-1.6785153118933953
2023-11-20 08:41:45.372358,3906,DEBUG,ServiceB,File I/O,8312,User39,192.168.1.51,99.0,1,1.6744483194160547
2023-11-20 08:41:45.475172,3913,INFO,ServiceB,Status Updates,9633,User75,192.168.1.82,10.0,1,-1.7166171713400935
2023-11-20 08:41:45.658911,3926,WARNING,ServiceB,Performance Warnings,2774,User22,192.168.1.135,10.0,1,-1.7166171713400935
2023-11-20 08:41:45.690161,3928,INFO,ServiceA,Startup Messages,7035,User55,192.168.1.163,100.0,1,1.7125501788627528
2023-11-20 08:41:45.721418,3930,WARNING,ServiceC,Input Validation Warnings,5935,User61,192.168.1.31,11.0,1,-1.6785153118933953
2023-11-20 08:41:45.913945,3944,ERROR,ServiceD,Database Errors,6122,User85,192.168.1.240,99.0,1,1.6744483194160547
2023-11-20 08:41:46.792611,4004,DEBUG,ServiceD,Trace Information,9974,User78,192.168.1.9,10.0,1,-1.7166171713400935
2023-11-20 08:41:46.823959,4006,ERROR,ServiceD,Database Errors,9940,User25,192.168.1.199,10.0,1,-1.7166171713400935
2023-11-20 08:41:46.936324,4013,ERROR,ServiceA,Critical Errors,4935,User86,192.168.1.242,99.0,1,1.6744483194160547
2023-11-20 08:41:48.028436,4090,WARNING,ServiceA,Input Validation Warnings,4393,User30,192.168.1.251,99.0,1,1.6744483194160547
2023-11-20 08:41:48.388786,4115,INFO,ServiceA,Startup Messages,9187,User61,192.168.1.32,100.0,1,1.7125501788627528
2023-11-20 08:41:48.888452,4147,FATAL,ServiceB,Data Corruption,8259,User47,192.168.1.201,11.0,1,-1.6785153118933953
2023-11-20 08:41:48.945521,4152,DEBUG,ServiceD,Trace Information,8114,User60,192.168.1.221,99.0,1,1.6744483194160547
2023-11-20 08:41:49.056233,4159,INFO,ServiceC,Startup Messages,9386,User69,192.168.1.89,100.0,1,1.7125501788627528
2023-11-20 08:41:50.453645,4257,WARNING,ServiceC,Resource Warnings,8984,User91,192.168.1.24,11.0,1,-1.6785153118933953
2023-11-20 08:41:50.920199,4288,DEBUG,ServiceD,Algorithm Steps,4246,User31,192.168.1.12,100.0,1,1.7125501788627528
2023-11-20 08:41:50.965805,4292,ERROR,ServiceB,Database Errors,7886,User98,192.168.1.116,10.0,1,-1.7166171713400935
2023-11-20 08:41:51.255122,4310,ERROR,ServiceA,Critical Errors,5945,User15,192.168.1.20,100.0,1,1.7125501788627528
2023-11-20 08:41:51.331560,4316,WARNING,ServiceD,Resource Warnings,7829,User40,192.168.1.218,11.0,1,-1.6785153118933953
2023-11-20 08:41:51.349215,4318,WARNING,ServiceD,Performance Warnings,9593,User24,192.168.1.15,99.0,1,1.6744483194160547
2023-11-20 08:41:51.499031,4327,WARNING,ServiceB,Resource Warnings,2872,User48,192.168.1.40,100.0,1,1.7125501788627528
2023-11-20 08:41:51.636044,4337,FATAL,ServiceC,Data Corruption,2008,User5,192.168.1.37,100.0,1,1.7125501788627528
2023-11-20 08:41:51.918104,4356,INFO,ServiceA,Startup Messages,4081,User63,192.168.1.69,11.0,1,-1.6785153118933953
2023-11-20 08:41:51.955920,4360,DEBUG,ServiceC,File I/O,2361,User40,192.168.1.156,99.0,1,1.6744483194160547
2023-11-20 08:41:52.179599,4374,FATAL,ServiceC,Crashes,7531,User38,192.168.1.209,100.0,1,1.7125501788627528
2023-11-20 08:41:52.642625,4407,WARNING,ServiceB,Input Validation Warnings,8277,User65,192.168.1.93,11.0,1,-1.6785153118933953
2023-11-20 08:41:52.690076,4410,INFO,ServiceD,Startup Messages,3074,User81,192.168.1.177,10.0,1,-1.7166171713400935
2023-11-20 08:41:53.099117,4439,DEBUG,ServiceD,Algorithm Steps,6283,User98,192.168.1.11,11.0,1,-1.6785153118933953
2023-11-20 08:41:53.265987,4452,DEBUG,ServiceD,SQL Queries,4144,User4,192.168.1.228,11.0,1,-1.6785153118933953
2023-11-20 08:41:54.362594,4527,INFO,ServiceB,Startup Messages,1991,User63,192.168.1.128,100.0,1,1.7125501788627528
2023-11-20 08:41:54.575669,4543,ERROR,ServiceD,Database Errors,4499,User87,192.168.1.250,99.0,1,1.6744483194160547
2023-11-20 08:41:54.754191,4556,DEBUG,ServiceC,SQL Queries,2526,User18,192.168.1.73,10.0,1,-1.7166171713400935
2023-11-20 08:41:55.792736,4628,ERROR,ServiceA,Database Errors,4807,User48,192.168.1.206,99.0,1,1.6744483194160547
2023-11-20 08:41:55.900752,4635,WARNING,ServiceB,Resource Warnings,2742,User47,192.168.1.141,10.0,1,-1.7166171713400935
2023-11-20 08:41:56.151993,4654,ERROR,ServiceC,Database Errors,4596,User80,192.168.1.8,99.0,1,1.6744483194160547
2023-11-20 08:41:56.325296,4665,INFO,ServiceA,Startup Messages,4651,User12,192.168.1.222,100.0,1,1.7125501788627528
2023-11-20 08:41:56.387280,4670,INFO,ServiceB,Status Updates,1384,User23,192.168.1.165,10.0,1,-1.7166171713400935
2023-11-20 08:41:56.589316,4684,ERROR,ServiceB,Database Errors,1258,User21,192.168.1.204,10.0,1,-1.7166171713400935
2023-11-20 08:41:56.751619,4696,DEBUG,ServiceD,Algorithm Steps,2527,User42,192.168.1.124,11.0,1,-1.6785153118933953
2023-11-20 08:41:56.816366,4701,INFO,ServiceA,Status Updates,9725,User19,192.168.1.213,10.0,1,-1.7166171713400935
